ConsumoMensal,Regiao,DiasNoMes,TarifaPorKWh,ClasseDeConsumo,Impostos,ValorConta
1341.65,Sul,30,0.63,Comercial,143.79,989.03
273.39,Centro-Oeste,30,0.83,Comercial,82.75,309.66
1278.65,Norte,30,1.47,Comercial,148.02,2027.64
1177.92,Nordeste,30,0.84,Industrial,191.39,1180.84
1834.61,Centro-Oeste,30,0.99,Residencial,115.94,1932.2
443.69,Sudeste,30,1.25,Comercial,35.61,590.22
1505.08,Sul,30,0.76,Comercial,134.59,1278.45
1563.7,Sul,30,0.7,Industrial,196.88,1291.47
71.83,Sudeste,30,0.56,Residencial,135.32,175.54
125.01,Centro-Oeste,30,0.97,Industrial,32.64,153.9
1523.09,Norte,30,0.71,Residencial,151.8,1233.19
979.5,Sudeste,30,0.79,Comercial,15.98,789.79
324.33,Nordeste,30,1.49,Industrial,150.96,634.21
912.85,Centro-Oeste,30,0.52,Industrial,24.49,499.17
1701.02,Sudeste,30,1.21,Industrial,145.83,2204.06
1800.15,Centro-Oeste,30,1.48,Comercial,196.15,2860.37
1182.09,Sudeste,30,0.93,Residencial,108.12,1207.46
1739.81,Centro-Oeste,30,1.42,Comercial,17.47,2488.0
1179.91,Sul,30,0.72,Industrial,158.9,1008.44
1234.97,Norte,30,1.05,Residencial,86.85,1383.57
1839.19,Nordeste,30,0.58,Industrial,133.32,1200.05
1964.85,Nordeste,30,0.97,Comercial,109.38,2015.28
536.83,Norte,30,1.13,Residencial,138.45,745.07
1306.28,Sudeste,30,1.21,Residencial,170.76,1751.36
1149.67,Norte,30,1.29,Residencial,31.4,1514.47
1776.03,Nordeste,30,0.97,Industrial,185.8,1908.55
1658.09,Centro-Oeste,30,0.65,Comercial,68.75,1146.51
797.26,Centro-Oeste,30,1.03,Industrial,178.98,1000.16
386.4,Centro-Oeste,30,1.12,Residencial,110.29,543.06
1716.52,Centro-Oeste,30,1.35,Industrial,161.47,2478.77
1014.7,Centro-Oeste,30,0.51,Residencial,29.45,546.95
499.81,Centro-Oeste,30,1.34,Comercial,13.04,682.79
1206.52,Norte,30,0.71,Industrial,144.81,1001.44
1517.81,Centro-Oeste,30,0.58,Comercial,105.07,985.4
1318.73,Norte,30,0.99,Industrial,159.44,1464.98
1832.62,Sudeste,30,1.41,Residencial,155.55,2739.54
1852.1,Sudeste,30,0.52,Industrial,184.92,1148.01
1505.14,Nordeste,30,1.19,Industrial,162.34,1953.46
113.67,Centro-Oeste,30,0.8,Residencial,144.1,235.04
489.37,Norte,30,1.12,Industrial,23.76,571.85
1666.95,Sul,30,0.64,Residencial,168.69,1235.54
1044.32,Centro-Oeste,30,1.31,Residencial,68.62,1436.68
659.83,Sul,30,1.46,Residencial,24.11,987.46
1441.29,Norte,30,1.17,Industrial,24.33,1710.64
862.59,Nordeste,30,0.71,Comercial,109.15,721.59
1770.71,Norte,30,1.06,Comercial,117.66,1994.61
566.41,Sudeste,30,0.55,Residencial,145.61,457.14
1683.86,Sul,30,0.57,Residencial,45.5,1005.3
58.91,Sudeste,30,0.63,Residencial,157.71,194.82
1291.85,Sudeste,30,0.56,Industrial,12.22,735.66
619.96,Nordeste,30,1.03,Comercial,36.59,675.15
803.57,Sudeste,30,0.87,Comercial,52.36,751.47
981.97,Centro-Oeste,30,1.19,Comercial,113.03,1281.57
1666.92,Norte,30,0.63,Residencial,141.11,1191.27
60.62,Centro-Oeste,30,0.9,Industrial,180.04,234.6
484.79,Sul,30,1.16,Comercial,27.82,590.18
173.81,Nordeste,30,0.93,Industrial,45.16,206.8
746.35,Nordeste,30,0.93,Industrial,42.21,736.32
123.6,Nordeste,30,0.5,Comercial,103.53,165.33
723.25,Nordeste,30,0.83,Residencial,123.49,723.79
1560.06,Nordeste,30,0.75,Industrial,60.36,1230.4
470.31,Sudeste,30,1.12,Residencial,175.45,702.2
114.11,Sul,30,0.76,Industrial,135.59,222.31
113.96,Centro-Oeste,30,0.66,Residencial,130.53,205.74
1509.14,Centro-Oeste,30,1.35,Industrial,182.96,2220.3
1377.2,Sudeste,30,0.71,Comercial,30.42,1008.23
657.71,Sudeste,30,1.0,Industrial,135.7,793.41
1918.2,Nordeste,30,1.25,Industrial,120.19,2517.94
1995.35,Norte,30,1.17,Comercial,126.62,2461.18
1768.41,Centro-Oeste,30,0.51,Residencial,164.43,1066.32
1956.47,Norte,30,0.82,Comercial,122.08,1726.39
1715.1,Sul,30,1.36,Comercial,90.75,2423.29
785.06,Norte,30,0.63,Industrial,91.46,586.05
1951.49,Sul,30,1.38,Residencial,128.67,2821.73
1457.68,Sul,30,0.51,Residencial,141.45,884.87
1832.07,Centro-Oeste,30,0.52,Residencial,19.85,972.53
1585.83,Centro-Oeste,30,0.7,Comercial,56.77,1166.85
1346.97,Centro-Oeste,30,1.14,Residencial,197.38,1732.93
696.75,Centro-Oeste,30,1.16,Comercial,75.81,884.04
1239.88,Sudeste,30,1.38,Comercial,123.91,1834.94
1143.76,Norte,30,1.28,Residencial,68.13,1532.14
435.56,Norte,30,1.48,Residencial,13.37,658.0
1548.67,Nordeste,30,0.58,Residencial,48.01,946.24
654.58,Nordeste,30,1.18,Comercial,126.31,898.71
420.99,Nordeste,30,0.95,Industrial,55.98,455.92
1294.83,Nordeste,30,1.41,Comercial,115.22,1940.93
1668.35,Sudeste,30,0.59,Industrial,40.83,1025.16
485.82,Sudeste,30,0.52,Industrial,166.74,419.37
199.32,Nordeste,30,0.98,Industrial,152.16,347.49
725.63,Centro-Oeste,30,0.52,Industrial,123.02,500.35
1077.18,Nordeste,30,0.77,Comercial,14.04,843.47
468.74,Sudeste,30,0.52,Comercial,43.62,287.36
691.28,Sudeste,30,0.58,Residencial,189.58,590.52
1403.86,Nordeste,30,1.1,Residencial,79.42,1623.67
106.45,Sul,30,0.56,Comercial,60.18,119.79
1571.65,Norte,30,0.69,Industrial,37.69,1122.13
1030.51,Centro-Oeste,30,1.4,Residencial,185.31,1628.02
982.9,Centro-Oeste,30,1.17,Comercial,24.18,1174.17
1735.84,Nordeste,30,1.32,Industrial,117.25,2408.56
1688.89,Sul,30,0.67,Comercial,172.25,1303.81
441.65,Sudeste,30,1.37,Residencial,104.43,709.49
1975.94,Sudeste,30,0.69,Residencial,178.09,1541.49
1143.47,Sul,30,1.0,Residencial,143.69,1287.16
151.55,Sudeste,30,0.56,Comercial,72.85,157.72
222.08,Sul,30,0.53,Comercial,125.12,242.82
1413.54,Sudeste,30,0.97,Industrial,85.17,1456.3
1231.95,Centro-Oeste,30,0.66,Comercial,154.93,968.02
1762.72,Nordeste,30,0.91,Residencial,65.75,1669.83
1678.48,Norte,30,0.87,Industrial,131.17,1591.45
1058.99,Sudeste,30,1.03,Industrial,108.74,1199.5
292.16,Norte,30,1.48,Industrial,29.01,461.41
995.32,Nordeste,30,1.37,Industrial,38.8,1402.39
1312.97,Sudeste,30,0.79,Industrial,66.87,1104.12
153.37,Sul,30,0.89,Comercial,21.51,158.01
838.62,Nordeste,30,0.59,Comercial,57.89,552.68
1056.07,Sul,30,1.02,Industrial,133.6,1210.79
1973.08,Sudeste,30,1.46,Residencial,112.46,2993.16
171.64,Sul,30,0.96,Comercial,165.95,330.72
730.89,Nordeste,30,1.23,Comercial,26.66,925.65
1463.64,Sudeste,30,1.18,Residencial,168.51,1895.61
801.06,Sul,30,1.35,Industrial,124.27,1205.7
431.97,Sudeste,30,1.41,Comercial,119.7,728.78
533.38,Nordeste,30,0.93,Residencial,88.61,584.65
1516.31,Sul,30,1.45,Comercial,47.49,2246.14
1378.1,Sul,30,0.89,Industrial,132.8,1359.31
1217.57,Centro-Oeste,30,1.47,Industrial,185.36,1975.19
1493.35,Norte,30,1.21,Residencial,40.73,1847.68
618.13,Sul,30,0.94,Industrial,96.86,677.9
937.26,Sul,30,0.91,Residencial,184.78,1037.69
1853.3,Nordeste,30,1.06,Industrial,42.66,2007.16
337.82,Sul,30,1.49,Comercial,122.91,626.26
1067.52,Centro-Oeste,30,1.46,Residencial,160.86,1719.44
1993.87,Sul,30,0.51,Comercial,120.7,1137.57
658.56,Sul,30,1.27,Comercial,52.0,888.37
997.72,Sul,30,0.89,Comercial,23.82,911.79
121.65,Sul,30,1.36,Comercial,15.01,180.45
1118.65,Centro-Oeste,30,0.59,Comercial,87.53,747.53
63.16,Centro-Oeste,30,0.57,Industrial,172.42,208.42
149.16,Sudeste,30,0.85,Comercial,41.06,167.85
1881.05,Norte,30,1.28,Residencial,155.28,2563.02
578.69,Nordeste,30,1.23,Industrial,169.23,881.02
78.17,Sul,30,1.21,Industrial,86.29,180.88
1285.94,Sul,30,1.42,Comercial,47.03,1873.06
1664.6,Norte,30,0.9,Comercial,47.26,1545.4
855.79,Centro-Oeste,30,1.09,Industrial,56.04,988.85
1556.15,Sul,30,1.22,Comercial,10.98,1909.48
258.76,Nordeste,30,0.66,Comercial,193.08,363.86
894.37,Nordeste,30,0.79,Comercial,132.77,839.32
79.14,Centro-Oeste,30,1.28,Comercial,83.76,185.06
111.82,Norte,30,1.03,Comercial,131.84,247.01
1089.14,Centro-Oeste,30,1.07,Comercial,68.07,1233.45
1397.64,Norte,30,0.77,Comercial,50.24,1126.42
842.3,Nordeste,30,1.01,Comercial,173.86,1024.58
433.37,Nordeste,30,1.37,Comercial,35.78,629.5
964.99,Centro-Oeste,30,0.84,Industrial,191.69,1002.28
1142.92,Sudeste,30,1.02,Residencial,49.29,1215.07
1409.06,Norte,30,0.97,Industrial,143.83,1510.62
1613.98,Nordeste,30,0.84,Residencial,130.8,1486.54
1646.88,Norte,30,1.21,Residencial,39.87,2032.59
444.49,Nordeste,30,1.24,Comercial,170.14,721.31
250.94,Nordeste,30,0.91,Residencial,38.34,266.7
679.72,Nordeste,30,0.79,Residencial,24.96,561.94
86.51,Norte,30,1.27,Comercial,182.82,292.69
244.87,Nordeste,30,1.33,Comercial,88.51,414.19
1590.27,Sudeste,30,1.3,Industrial,110.56,2177.91
491.52,Norte,30,0.71,Comercial,100.98,449.96
522.89,Sul,30,0.87,Comercial,181.55,636.46
54.5,Sudeste,30,0.85,Residencial,107.28,153.6
227.61,Sul,30,1.12,Industrial,27.19,282.11
1504.59,Norte,30,1.33,Comercial,28.72,2029.82
718.05,Sul,30,1.47,Residencial,151.16,1206.69
811.88,Sudeste,30,1.31,Residencial,89.62,1153.18
923.75,Centro-Oeste,30,1.02,Residencial,152.8,1095.03
1077.21,Sudeste,30,1.36,Comercial,196.62,1661.63
905.45,Centro-Oeste,30,0.61,Comercial,20.37,572.69
1753.24,Sul,30,1.31,Comercial,148.89,2445.63
794.69,Centro-Oeste,30,1.13,Industrial,32.25,930.25
385.28,Centro-Oeste,30,1.44,Industrial,141.49,696.29
1351.49,Norte,30,1.38,Comercial,196.86,2061.92
662.76,Centro-Oeste,30,0.82,Industrial,188.91,732.37
598.95,Centro-Oeste,30,0.98,Residencial,61.56,648.53
1334.21,Centro-Oeste,30,0.87,Residencial,177.92,1338.68
877.87,Nordeste,30,1.26,Industrial,74.14,1180.26
1718.64,Sul,30,0.68,Comercial,69.6,1238.28
954.03,Sul,30,1.05,Residencial,167.45,1169.18
1072.04,Nordeste,30,1.45,Industrial,11.06,1565.52
1575.33,Norte,30,0.82,Industrial,177.94,1469.71
790.85,Sudeste,30,1.46,Residencial,117.64,1272.28
1081.23,Sul,30,1.08,Industrial,70.67,1238.4
677.6,Norte,30,0.65,Industrial,61.31,501.75
1352.29,Sul,30,0.78,Residencial,175.85,1230.64
1181.99,Nordeste,30,0.82,Residencial,164.33,1133.56
1113.83,Norte,30,1.05,Comercial,78.33,1247.85
695.62,Nordeste,30,1.46,Industrial,110.98,1126.59
649.05,Norte,30,1.15,Industrial,124.69,871.1
563.04,Sul,30,1.24,Industrial,49.48,747.65
1323.0,Norte,30,1.21,Industrial,58.54,1659.37
1286.12,Centro-Oeste,30,1.46,Industrial,134.89,2012.63
969.24,Nordeste,30,1.44,Residencial,192.71,1588.42
622.17,Nordeste,30,0.75,Residencial,166.61,633.24
460.0,Centro-Oeste,30,1.01,Industrial,164.8,629.4
478.9,Sul,30,0.96,Industrial,77.17,536.91
613.0,Sul,30,0.76,Industrial,184.91,650.79
1413.76,Nordeste,30,0.89,Residencial,138.52,1396.77
952.2,Sudeste,30,1.26,Industrial,192.38,1392.15
1780.52,Sul,30,1.14,Industrial,51.87,2081.66
1669.3,Sul,30,1.47,Comercial,64.31,2518.18
700.97,Nordeste,30,1.47,Industrial,68.18,1098.61
367.94,Sul,30,0.59,Comercial,16.49,233.57
1431.88,Sul,30,0.84,Industrial,61.92,1264.7
208.97,Nordeste,30,1.4,Residencial,185.99,478.55
1318.97,Norte,30,1.2,Industrial,70.67,1653.43
370.07,Norte,30,1.07,Comercial,153.79,549.76
373.65,Nordeste,30,1.17,Industrial,19.53,456.7
700.15,Norte,30,1.17,Industrial,159.05,978.23
1487.58,Sudeste,30,0.9,Industrial,163.81,1502.63
1308.64,Sudeste,30,1.28,Residencial,159.08,1834.14
1811.28,Sul,30,0.5,Residencial,124.7,1030.34
1730.78,Nordeste,30,0.6,Industrial,27.25,1065.72
623.03,Sudeste,30,0.81,Industrial,138.08,642.73
1871.6,Sul,30,1.28,Comercial,158.33,2553.98
1606.3,Norte,30,1.27,Comercial,167.91,2207.91
1813.13,Norte,30,0.85,Residencial,62.44,1603.6
1132.91,Norte,30,1.01,Comercial,135.31,1279.55
1188.48,Norte,30,1.04,Industrial,17.91,1253.93
321.99,Nordeste,30,1.11,Residencial,38.42,395.83
1242.35,Norte,30,1.32,Residencial,101.5,1741.4
257.16,Sudeste,30,1.35,Comercial,126.26,473.43
1683.1,Sul,30,1.38,Industrial,83.97,2406.65
1234.67,Sudeste,30,1.22,Residencial,107.53,1613.83
182.56,Sudeste,30,0.52,Comercial,130.04,224.97
670.29,Centro-Oeste,30,0.84,Industrial,64.24,627.28
952.72,Norte,30,0.72,Comercial,12.07,698.03
1195.26,Sul,30,1.16,Residencial,147.32,1533.82
1497.33,Nordeste,30,1.09,Residencial,124.05,1756.14
1053.27,Centro-Oeste,30,0.72,Comercial,154.76,913.11
1028.39,Norte,30,1.45,Comercial,195.89,1687.06
1796.77,Nordeste,30,0.55,Comercial,73.3,1061.52
1843.62,Nordeste,30,1.48,Comercial,183.42,2911.98
1899.15,Sudeste,30,0.6,Industrial,109.39,1248.88
1405.21,Nordeste,30,0.8,Comercial,151.61,1275.78
553.69,Norte,30,0.96,Industrial,162.27,693.81
1922.75,Sudeste,30,0.85,Industrial,125.52,1759.86
693.03,Centro-Oeste,30,0.64,Industrial,150.9,594.44
1668.32,Norte,30,1.22,Industrial,123.2,2158.55
1830.91,Norte,30,1.16,Industrial,38.3,2162.16
1569.65,Sudeste,30,1.41,Residencial,173.59,2386.8
1540.7,Nordeste,30,1.43,Comercial,146.31,2349.51
1719.88,Sul,30,0.81,Residencial,74.67,1467.77
926.03,Sul,30,1.12,Residencial,94.92,1132.07
209.81,Nordeste,30,1.02,Comercial,79.01,293.02
1637.2,Nordeste,30,0.63,Comercial,174.37,1205.81
1766.68,Centro-Oeste,30,0.66,Industrial,134.39,1300.4
152.03,Sul,30,0.57,Industrial,24.41,111.07
888.06,Sudeste,30,1.17,Industrial,152.02,1191.05
327.38,Sudeste,30,1.22,Residencial,37.6,437.0
1824.0,Norte,30,1.49,Industrial,101.31,2819.07
943.11,Sul,30,1.24,Comercial,161.95,1331.41
389.85,Centro-Oeste,30,0.93,Comercial,115.43,477.99
1087.29,Sudeste,30,1.34,Industrial,10.62,1467.59
142.66,Nordeste,30,0.51,Industrial,166.32,239.08
1049.41,Centro-Oeste,30,1.2,Industrial,70.6,1329.89
157.07,Sudeste,30,0.58,Industrial,21.51,112.61
1908.22,Nordeste,30,0.59,Residencial,173.48,1299.33
1390.02,Centro-Oeste,30,1.33,Residencial,16.45,1865.18
124.26,Nordeste,30,1.32,Comercial,12.9,176.92
819.82,Sul,30,1.03,Comercial,53.54,897.95
832.6,Sudeste,30,1.12,Industrial,100.96,1033.47
1817.75,Sudeste,30,0.6,Industrial,101.17,1191.82
194.66,Norte,30,1.22,Comercial,123.68,361.17
91.49,Sul,30,1.38,Comercial,77.74,204.0
1359.8,Nordeste,30,1.33,Residencial,115.03,1923.56
579.77,Sul,30,0.93,Industrial,80.25,619.44
193.14,Sudeste,30,1.15,Comercial,172.14,394.25
485.96,Sudeste,30,1.47,Comercial,60.83,775.19
293.64,Norte,30,1.14,Residencial,43.46,378.21
336.17,Sul,30,0.94,Residencial,51.4,367.4
456.68,Nordeste,30,1.26,Industrial,78.92,654.34
792.47,Nordeste,30,1.38,Residencial,28.11,1121.72
1717.82,Sudeste,30,0.74,Industrial,197.95,1469.14
932.15,Centro-Oeste,30,1.41,Residencial,102.21,1416.54
1853.95,Sul,30,0.83,Comercial,16.59,1555.37
1185.88,Centro-Oeste,30,1.12,Industrial,101.09,1429.28
101.4,Norte,30,1.06,Residencial,129.33,236.81
56.37,Norte,30,1.45,Comercial,170.72,252.46
1195.76,Centro-Oeste,30,1.05,Residencial,98.57,1354.12
357.1,Sul,30,0.54,Residencial,62.45,255.28
1408.16,Sul,30,1.12,Industrial,117.56,1694.7
463.92,Nordeste,30,0.85,Industrial,89.0,483.33
991.01,Centro-Oeste,30,1.38,Comercial,47.68,1415.27
1839.68,Sudeste,30,1.0,Industrial,82.37,1922.05
885.52,Sul,30,0.67,Residencial,151.51,744.81
304.04,Nordeste,30,1.49,Comercial,119.7,572.72
1809.15,Sudeste,30,0.96,Comercial,185.3,1922.08
1939.81,Centro-Oeste,30,1.22,Residencial,52.04,2418.61
1716.3,Sudeste,30,1.05,Residencial,129.54,1931.65
53.97,Centro-Oeste,30,0.76,Residencial,67.53,108.55
1445.33,Centro-Oeste,30,1.17,Comercial,27.67,1718.71
1097.31,Nordeste,30,0.78,Comercial,111.96,967.86
1131.91,Sudeste,30,1.19,Residencial,31.23,1378.2
1113.01,Sul,30,0.94,Comercial,123.09,1169.32
604.07,Sudeste,30,1.11,Comercial,58.5,729.02
1508.8,Centro-Oeste,30,1.46,Comercial,26.47,2229.32
522.64,Centro-Oeste,30,1.07,Industrial,73.42,632.64
455.53,Sudeste,30,0.61,Residencial,128.51,406.38
199.24,Norte,30,0.84,Residencial,91.34,258.7
1338.2,Norte,30,0.51,Industrial,110.16,792.64
296.14,Norte,30,0.79,Residencial,30.45,264.4
1421.81,Norte,30,1.23,Industrial,92.44,1841.27
1805.97,Nordeste,30,1.23,Comercial,12.97,2234.31
1540.12,Sul,30,0.54,Comercial,28.33,859.99
1205.44,Centro-Oeste,30,1.04,Comercial,27.6,1281.26
496.81,Sul,30,1.26,Industrial,20.4,646.38
1484.11,Sudeste,30,0.86,Comercial,185.33,1461.66
105.47,Nordeste,30,1.16,Residencial,51.65,174.0
1888.5,Sudeste,30,1.08,Residencial,32.65,2072.23
1066.8,Sul,30,0.7,Residencial,186.56,933.32
1080.35,Nordeste,30,1.05,Comercial,70.91,1205.28
945.46,Centro-Oeste,30,1.01,Comercial,108.67,1063.58
1140.71,Sul,30,1.26,Comercial,45.66,1482.95
1378.79,Nordeste,30,1.22,Residencial,168.52,1850.64
1086.02,Norte,30,1.01,Comercial,23.12,1120.0
1803.17,Centro-Oeste,30,0.92,Industrial,82.62,1741.54
281.24,Sudeste,30,0.82,Comercial,22.07,252.69
862.18,Sudeste,30,0.83,Industrial,178.67,894.28
863.55,Nordeste,30,1.15,Comercial,86.71,1079.79
1556.68,Norte,30,1.47,Residencial,186.1,2474.42
625.1,Sudeste,30,1.04,Comercial,17.27,667.37
463.62,Sul,30,0.98,Industrial,178.6,632.95
1069.19,Sul,30,1.29,Industrial,194.38,1573.64
1613.4,Nordeste,30,1.1,Residencial,61.53,1836.27
1759.23,Centro-Oeste,30,1.32,Residencial,106.21,2428.39
237.11,Sul,30,0.69,Residencial,55.86,219.47
1317.5,Norte,30,0.78,Comercial,49.39,1077.04
235.31,Sudeste,30,0.94,Comercial,22.72,243.91
478.87,Centro-Oeste,30,0.72,Residencial,116.99,461.78
448.63,Norte,30,1.14,Industrial,58.54,569.98
112.25,Centro-Oeste,30,1.29,Comercial,74.48,219.28
296.82,Sul,30,1.38,Comercial,14.32,423.93
1381.98,Sul,30,0.62,Residencial,174.61,1031.44
897.94,Sul,30,1.5,Comercial,98.71,1445.62
533.5,Centro-Oeste,30,0.55,Comercial,146.15,439.58
1903.45,Sudeste,30,1.04,Comercial,116.02,2095.61
794.09,Nordeste,30,0.66,Comercial,93.39,617.49
94.72,Sul,30,1.15,Comercial,100.34,209.27
476.01,Sul,30,0.9,Industrial,156.32,584.73
308.48,Sul,30,0.98,Residencial,89.58,391.89
1995.18,Sudeste,30,0.75,Industrial,49.85,1546.23
596.07,Sudeste,30,0.52,Comercial,47.53,357.49
722.52,Nordeste,30,1.02,Industrial,65.15,802.12
279.99,Centro-Oeste,30,0.5,Residencial,88.81,228.81
1231.36,Centro-Oeste,30,0.79,Industrial,163.81,1136.58
1687.72,Norte,30,0.93,Comercial,55.55,1625.13
129.58,Centro-Oeste,30,0.71,Industrial,44.95,136.95
1162.28,Nordeste,30,1.24,Residencial,19.35,1460.58
1575.77,Nordeste,30,0.8,Residencial,101.07,1361.69
548.1,Centro-Oeste,30,0.95,Industrial,22.91,543.61
380.1,Sudeste,30,0.89,Comercial,20.57,358.86
912.68,Norte,30,1.19,Residencial,76.06,1162.15
1341.13,Centro-Oeste,30,1.19,Comercial,132.62,1728.56
1525.35,Norte,30,1.38,Industrial,155.61,2260.59
884.67,Centro-Oeste,30,1.19,Comercial,188.47,1241.23
1930.04,Nordeste,30,0.8,Residencial,47.26,1591.29
1927.5,Sudeste,30,1.21,Residencial,91.26,2423.54
1299.0,Centro-Oeste,30,1.2,Residencial,32.68,1591.48
403.45,Centro-Oeste,30,1.03,Comercial,19.88,435.43
171.08,Sul,30,1.18,Industrial,113.93,315.8
946.25,Nordeste,30,1.37,Industrial,199.3,1495.66
608.49,Norte,30,0.74,Industrial,140.23,590.51
955.62,Sul,30,0.96,Residencial,92.13,1009.53
1293.02,Norte,30,1.44,Comercial,160.37,2022.32
1802.72,Norte,30,0.7,Residencial,171.98,1433.88
668.38,Sudeste,30,0.6,Industrial,63.81,464.84
412.15,Norte,30,0.84,Industrial,128.88,475.09
377.52,Norte,30,1.01,Industrial,113.3,494.6
511.33,Nordeste,30,0.97,Comercial,97.99,593.98
893.04,Centro-Oeste,30,0.93,Residencial,19.91,850.44
93.46,Sudeste,30,0.89,Residencial,61.33,144.51
771.7,Nordeste,30,1.4,Industrial,142.66,1223.04
114.8,Norte,30,0.96,Industrial,125.04,235.25
457.63,Norte,30,0.97,Industrial,10.87,454.77
669.66,Nordeste,30,1.3,Residencial,135.27,1005.83
743.13,Sul,30,1.05,Industrial,192.9,973.19
125.52,Nordeste,30,1.27,Comercial,10.84,170.25
1446.97,Norte,30,1.29,Industrial,69.57,1936.16
139.36,Centro-Oeste,30,1.15,Industrial,91.0,251.26
1073.43,Centro-Oeste,30,0.54,Industrial,166.82,746.47
231.62,Norte,30,1.05,Industrial,59.45,302.65
1020.34,Centro-Oeste,30,0.51,Industrial,16.14,536.51
1342.64,Sudeste,30,0.75,Comercial,92.23,1099.21
1078.11,Norte,30,1.43,Comercial,138.96,1680.66
1391.22,Nordeste,30,0.76,Industrial,141.31,1198.64
1990.09,Norte,30,0.9,Comercial,45.22,1836.3
1075.01,Centro-Oeste,30,0.6,Industrial,181.38,826.39
1746.75,Centro-Oeste,30,1.49,Comercial,24.17,2626.83
352.26,Norte,30,0.92,Residencial,158.06,482.14
1671.75,Norte,30,1.07,Industrial,195.42,1984.19
1135.0,Sul,30,0.69,Industrial,44.71,827.86
1044.82,Norte,30,0.78,Industrial,110.57,925.53
959.23,Norte,30,0.87,Residencial,34.78,869.31
680.74,Nordeste,30,1.28,Comercial,65.96,937.31
937.75,Sudeste,30,1.09,Residencial,133.62,1155.77
1957.7,Nordeste,30,1.02,Industrial,36.18,2033.03
1697.59,Sul,30,0.7,Industrial,159.75,1348.06
690.41,Norte,30,1.26,Industrial,157.45,1027.37
73.97,Sul,30,1.0,Comercial,102.11,176.08
1341.1,Nordeste,30,1.32,Industrial,95.01,1865.26
321.39,Nordeste,30,1.37,Industrial,136.97,577.27
412.61,Sudeste,30,1.11,Residencial,121.92,579.92
1225.61,Norte,30,0.96,Industrial,14.46,1191.05
625.2,Sul,30,1.35,Industrial,131.87,975.89
712.22,Norte,30,0.53,Residencial,96.78,474.26
451.43,Centro-Oeste,30,1.32,Comercial,103.56,699.45
410.8,Sul,30,0.91,Industrial,120.2,494.03
1667.0,Norte,30,0.96,Residencial,169.19,1769.51
152.3,Sudeste,30,0.77,Industrial,171.68,288.95
1913.99,Centro-Oeste,30,1.15,Comercial,156.14,2357.23
755.44,Sul,30,1.05,Residencial,147.39,940.6
109.38,Nordeste,30,1.23,Comercial,62.22,196.76
876.17,Norte,30,1.16,Comercial,165.21,1181.57
1948.24,Sudeste,30,0.52,Industrial,72.82,1085.9
1279.67,Centro-Oeste,30,0.84,Industrial,155.08,1230.0
1651.14,Norte,30,0.85,Industrial,112.59,1516.06
367.22,Centro-Oeste,30,1.07,Residencial,65.98,458.91
442.42,Sul,30,1.5,Comercial,178.51,842.14
189.96,Nordeste,30,1.35,Residencial,65.12,321.57
1660.75,Sul,30,0.77,Industrial,135.4,1414.18
1625.11,Centro-Oeste,30,0.67,Residencial,146.07,1234.89
750.79,Sul,30,1.49,Comercial,153.54,1272.22
963.12,Centro-Oeste,30,0.87,Residencial,158.06,995.97
817.29,Nordeste,30,1.48,Industrial,53.7,1263.29
1416.25,Centro-Oeste,30,0.72,Residencial,174.14,1193.84
1843.27,Sudeste,30,0.72,Comercial,87.47,1414.62
594.33,Centro-Oeste,30,0.67,Residencial,189.5,587.7
1174.07,Sul,30,0.74,Comercial,129.12,997.93
1113.2,Centro-Oeste,30,1.07,Comercial,129.47,1320.59
799.87,Sudeste,30,0.89,Industrial,197.25,909.13
1804.24,Centro-Oeste,30,1.34,Residencial,53.31,2470.99
1146.23,Centro-Oeste,30,1.17,Residencial,174.83,1515.92
1098.85,Sul,30,0.67,Comercial,19.74,755.97
811.69,Sul,30,0.81,Residencial,96.38,753.85
55.99,Norte,30,1.1,Residencial,65.21,126.8
1503.73,Nordeste,30,1.12,Comercial,182.97,1867.15
1715.77,Nordeste,30,1.12,Industrial,186.65,2108.31
1046.31,Centro-Oeste,30,1.1,Comercial,61.1,1212.04
902.07,Centro-Oeste,30,1.09,Comercial,34.14,1017.4
358.01,Nordeste,30,0.96,Industrial,164.53,508.22
408.46,Norte,30,1.02,Industrial,32.73,449.36
1196.8,Sudeste,30,0.62,Industrial,34.41,776.43
709.83,Norte,30,1.28,Residencial,197.81,1106.39
105.69,Nordeste,30,0.94,Residencial,104.08,203.43
1216.21,Sudeste,30,1.39,Residencial,145.73,1836.26
804.89,Centro-Oeste,30,0.89,Comercial,35.24,751.59
1231.77,Norte,30,1.35,Comercial,151.63,1814.52
1480.94,Nordeste,30,1.15,Industrial,67.6,1770.68
56.7,Nordeste,30,0.92,Residencial,57.62,109.78
1393.41,Norte,30,0.54,Industrial,37.17,789.61
1384.11,Norte,30,0.5,Residencial,100.69,792.74
1828.48,Nordeste,30,1.47,Residencial,184.71,2872.58
1177.9,Sudeste,30,1.48,Comercial,24.19,1767.48
1644.34,Sudeste,30,0.96,Comercial,105.22,1683.79
1191.24,Nordeste,30,1.08,Industrial,173.63,1460.17
1063.5,Sul,30,1.43,Residencial,29.09,1549.89
1452.23,Nordeste,30,1.14,Comercial,106.18,1761.72
1136.25,Sudeste,30,1.05,Comercial,36.31,1229.37
1479.25,Sudeste,30,0.93,Industrial,106.97,1482.67
